Date,Symbol,Open,High,Low,Close,Volume
2015-01-02,AAPL,24.67114490010671,24.682219794999646,23.776347804050697,24.214887619018555,212818400
2015-01-05,AAPL,23.98455483534346,24.064289384302135,23.346680133466553,23.532726287841797,257142000
2015-01-06,AAPL,23.596948452562806,23.79406943566659,23.173912432554356,23.53493309020996,263188400
2015-01-07,AAPL,23.743131155489024,23.964615594214823,23.632388936126123,23.864948272705078,160423600
2015-01-08,AAPL,24.19274507045464,24.83947920152161,24.07535690294467,24.781892776489258,237458000
2015-01-09,AAPL,24.954648607400006,25.083109973520873,24.409797149823067,24.808469772338867,214798000
2015-01-12,AAPL,24.939148543547873,24.945792806630894,24.09750865378446,24.197175979614258,198603200
2015-01-13,AAPL,24.680009963584943,24.983444239302276,24.121869946634853,24.41201400756836,268367600
2015-01-14,AAPL,24.150662070103355,24.47181381263504,24.03106027700955,24.31899070739746,195826400
2015-01-15,AAPL,24.363292491574416,24.3765810194726,23.62353514883972,23.658971786499023,240056000
2015-01-16,AAPL,23.705475976187053,23.827293076803485,23.300159102999938,23.47513198852539,314053200
2015-01-20,AAPL,23.884880822409823,24.135159317135944,23.58809248858328,24.079788208007812,199599600
2015-01-21,AAPL,24.130724570790218,24.598056787392125,23.98011511203048,24.26361656188965,194303600
2015-01-22,AAPL,24.420875112620685,24.91035552795961,24.301273310849446,24.894851684570312,215185600
2015-01-23,AAPL,24.87270403104737,25.19385580272566,24.702160060868348,25.023313522338867,185859200
2015-01-26,AAPL,25.19164234666351,25.328963322038863,24.983448100517304,25.04989242553711,222460000
2015-01-27,AAPL,24.899278232187047,24.912568446521064,24.14844617930842,24.172809600830078,382274800
2015-01-28,AAPL,26.053211457485503,26.161740038857733,25.53936767578125,25.53936767578125,585908400
2015-01-29,AAPL,25.763067251836308,26.39872813532269,25.59473862220585,26.334497451782227,337745600
2015-01-30,AAPL,26.22375403641732,26.57812874843811,25.880452530833228,25.949113845825195,334982000
2015-02-02,AAPL,26.14623097562396,26.3942923925535,25.709906489328255,26.274690628051758,250956400
2015-02-03,AAPL,26.245909834382662,26.376584861276278,26.048788790219216,26.279132843017578,207662800
2015-02-04,AAPL,26.245901816658677,26.691085940867783,26.20381923925721,26.480674743652344,280598800
2015-02-05,AAPL,26.687470850061043,26.73416763569182,26.51625552310522,26.6696834564209,168984800
2015-02-06,AAPL,26.68747654900368,26.738619769850555,26.338373639409618,26.445106506347656,174826400
2015-02-09,AAPL,26.36060848026484,26.647449535368576,26.33392484181884,26.62076759338379,155559200
2015-02-10,AAPL,26.720825829820146,27.161096493457006,26.718603465831738,27.13218879699707,248034000
2015-02-11,AAPL,27.298954645058252,27.77702580044334,27.23891859134053,27.768131256103516,294247200
2015-02-12,AAPL,28.030519204661367,28.34626964549883,27.921563986537944,28.119462966918945,297898000
2015-02-13,AAPL,28.301797159379046,28.301797159379046,27.93935331840626,28.257326126098633,217088800
2015-02-17,AAPL,28.34848665436432,28.657566551525495,28.22174236844016,28.424089431762695,252609600
2015-02-18,AAPL,28.379620415611313,28.63533308100466,28.33959580975443,28.621992111206055,179566800
2015-02-19,AAPL,28.568621167635808,28.69091902994298,28.535268747425526,28.56195068359375,149449600
2015-02-20,AAPL,28.59975264035525,28.795429229736328,28.4730100443584,28.795429229736328,195793600
2015-02-23,AAPL,28.91105908307897,29.573686599731445,28.831009870851535,29.573686599731445,283896400
2015-02-24,AAPL,29.56034475659771,29.707102206832975,29.16676919202935,29.389127731323242,276912400
2015-02-25,AAPL,29.25348631098426,29.262382551809083,28.495242944451096,28.63755226135254,298846800
2015-02-26,AAPL,28.637552615299487,29.10005874917597,28.152812664929638,28.999998092651367,365150000
2015-02-27,AAPL,28.90661104284422,29.033357042942402,28.515261222485382,28.564180374145508,248059200
2015-03-02,AAPL,28.739838049119616,28.96886704801929,28.528598138561485,28.704259872436523,192386800
2015-03-03,AAPL,28.675363042790107,28.799883300697513,28.48190877725586,28.764305114746094,151265200
2015-03-04,AAPL,28.706484290685797,28.808767302728896,28.53304492859401,28.581960678100586,126665200
2015-03-05,AAPL,28.590860736485048,28.628661280150922,27.963809737857854,28.10834312438965,226068400
2015-03-06,AAPL,28.55084298962114,28.76653110386173,28.074997416019716,28.150598526000977,291368400
2015-03-09,AAPL,28.45300006693993,28.810999167291815,27.8081599278314,28.270666122436523,354114000
2015-03-10,AAPL,28.108341205636272,28.288451063187917,27.52798533523556,27.68585968017578,275426400
2015-03-11,AAPL,27.73922501306153,27.74367143696153,27.152198663532047,27.18110466003418,275756000
2015-03-12,AAPL,27.19667629203401,27.772585873420383,27.045472395807206,27.672523498535156,193450800
2015-03-13,AAPL,27.661404305960183,27.883762858746906,27.2567118077468,27.481292724609375,207309200
2015-03-16,AAPL,27.54577357347837,27.7836971282959,27.321192683806192,27.7836971282959,143497200
2015-03-17,AAPL,27.994937861613888,28.310686551220204,27.939348231903164,28.24842643737793,204092400
2015-03-18,AAPL,28.239538875051814,28.719834208802933,28.099453584271714,28.56640625,261083600
2015-03-19,AAPL,28.628665755776797,28.73984504026525,28.328482026950223,28.350717544555664,183238000
2015-03-20,AAPL,28.517487849174326,28.550840278963356,27.830400652138934,27.994945526123047,274780400
2015-03-23,AAPL,28.266228162682506,28.42854900398659,28.13281163456313,28.286239624023438,150838800
2015-03-24,AAPL,28.29067852409887,28.470786706839743,28.141697009126034,28.170604705810547,131369200
2015-03-25,AAPL,28.137256709291577,28.199516844224117,27.434602737426758,27.434602737426758,206620800
2015-03-26,AAPL,27.29673429209827,27.76813330160785,27.261156112118154,27.625823974609375,190291600
2015-03-27,AAPL,27.699208219038226,27.72811422368741,27.330093858713987,27.40569496154785,158184800
2015-03-30,AAPL,27.58357928791074,28.10612155024622,27.57246068163208,28.099451065063477,188398800
2015-03-31,AAPL,28.03718988726754,28.12613365015108,27.652510530253405,27.668075561523438,168362400
2015-04-01,AAPL,27.75479990446081,27.8215081618925,27.3723428476369,27.628055572509766,162485600
2015-04-02,AAPL,27.801488337926436,27.91933809418971,27.614707976255076,27.8659725189209,128880400
2015-04-06,AAPL,27.67697166386991,28.35294192475229,27.645841599579253,28.317363739013672,148776000
2015-04-07,AAPL,28.381841514479785,28.48857265465359,28.01272725139245,28.019397735595703,140049200
2015-04-08,AAPL,27.983827561245935,28.106125461485597,27.788152617323846,27.928237915039062,149316800
2015-04-09,AAPL,27.983818773161346,28.146141235552395,27.719213293907522,28.141693115234375,129936000
2015-04-10,AAPL,28.006063257002946,28.286235550661125,27.85263698609843,28.261775970458984,160752000
2015-04-13,AAPL,28.54417252903332,28.58864696357857,28.152822612665293,28.206188201904297,145460400
2015-04-14,AAPL,28.239535497342878,28.304019679612928,27.997165495170943,28.083885192871094,102098400
2015-04-15,AAPL,28.10834693194571,28.268443673239815,28.019403166919286,28.19061851501465,115881600
2015-04-16,AAPL,28.079440810857832,28.261774776001275,28.04164025994718,28.054981231689453,113476000
2015-04-17,AAPL,27.91711288227029,28.04830359485218,27.674741213157088,27.739225387573242,207828000
2015-04-20,AAPL,27.921560154702245,28.488573380415158,27.832616404650924,28.372947692871094,188217200
2015-04-21,AAPL,28.484133526040274,28.50636734678086,28.16615901385577,28.219526290893555,129740400
2015-04-22,AAPL,28.237308640789045,28.65534205744874,28.088328836052234,28.59975242614746,150618000
2015-04-23,AAPL,28.528608412320764,29.000007547906723,28.49303022282521,28.83323860168457,183083600
2015-04-24,AAPL,29.015566948996813,29.04669700871143,28.73539301864322,28.968870162963867,178103600
2015-04-27,AAPL,29.420265666217432,29.60260134584796,29.162328877291642,29.495866775512695,387816800
2015-04-28,AAPL,29.89833016079196,29.916115857851434,28.810997058474765,29.031129837036133,475696000
2015-04-29,AAPL,28.942186269320725,29.26015732972162,28.5285992793757,28.60420036315918,253544400
2015-04-30,AAPL,28.604207464037806,28.604207464037806,27.701432176253967,27.828176498413086,332781600
2015-05-01,AAPL,28.03941419799725,28.93552062370091,27.861528367104484,28.67313575744629,234050400
2015-05-04,AAPL,28.795429770265706,29.033355027085868,28.519703970318606,28.617542266845703,203953200
2015-05-05,AAPL,28.495250275782126,28.56195852744418,27.968261534204885,27.97270965576172,197085600
2015-05-06,AAPL,28.141699512749295,28.1839481830708,27.430152781583676,27.79704475402832,288564000
2015-05-07,AAPL,27.859566834442038,28.152074473058324,27.692101292340553,27.968978881835938,175763600
2015-05-08,AAPL,28.286042868912773,28.495933532714844,28.15876914169282,28.495933532714844,222201600
2015-05-11,AAPL,28.444573431626868,28.482531869675185,28.051587245555062,28.205656051635742,168143200
2015-05-12,AAPL,28.04489029564702,28.330697825742963,27.870726438466505,28.105178833007812,192640000
2015-05-13,AAPL,28.167696551798738,28.39991557556274,28.10517637300595,28.136436462402344,138776800
2015-05-14,AAPL,28.449044755295212,28.792905807495117,28.39322291254819,28.792905807495117,180814000
2015-05-15,AAPL,28.819702957980056,28.913483246079785,28.627675680320152,28.752716064453125,152832000
2015-05-18,AAPL,28.66562515293105,29.18811662613541,28.661158452868637,29.069774627685547,203531600
2015-05-19,AAPL,29.181430642270865,29.223855793102462,28.946978192529876,29.042993545532227,178532800
2015-05-20,AAPL,29.02735571492461,29.246176365558323,28.87998524513075,29.040752410888672,145819600
2015-05-21,AAPL,29.04298526812127,29.391312965217566,28.989395081224014,29.337722778320312,158921600
2015-05-22,AAPL,29.38461994662565,29.690522560457005,29.339959745898334,29.594507217407227,182384000
2015-05-26,AAPL,29.607901680044442,29.677120208049125,28.830859309109393,28.942502975463867,282790400
2015-05-27,AAPL,29.10326898125325,29.531980234316904,29.038517156439617,29.48285675048828,183332800
2015-05-28,AAPL,29.44266808312325,29.462763125539038,29.272970935343846,29.4248046875,122933200
2015-05-29,AAPL,29.30199655832027,29.35112004549353,29.005023988443504,29.089874267578125,203538000
2015-06-01,AAPL,29.089874755325262,29.337723842184424,29.038519620453748,29.14792823791504,128451200
2015-06-02,AAPL,28.99609298447233,29.174723530965508,28.875519324668655,29.018423080444336,134670400
2015-06-03,AAPL,29.17471904665565,29.237239217254434,29.005018520378577,29.054141998291016,123934000
2015-06-04,AAPL,28.933578221833795,29.15686559498538,28.783976090673622,28.88445472717285,153800400
2015-06-05,AAPL,28.915713437081244,28.95813858108162,28.661165980173738,28.72591781616211,142507200
2015-06-08,AAPL,28.78173538640273,28.85095732045085,28.31953238640107,28.536121368408203,210699200
2015-06-09,AAPL,28.290502011083298,28.59863959476817,28.04935300658485,28.451269149780273,224301600
2015-06-10,AAPL,28.562915834749408,28.87998344548777,28.54728578924955,28.777273178100586,156349200
2015-06-11,AAPL,28.844257407020468,29.06754475059088,28.687956947940076,28.7125186920166,141563600
2015-06-12,AAPL,28.623208477905795,28.654468573391934,28.382057709686347,28.39545440673828,147544800
2015-06-15,AAPL,28.156538357669604,28.411085835312466,28.06945641550481,28.33963394165039,175955600
2015-06-16,AAPL,28.364188998721836,28.547284539510578,28.216820248109983,28.49146270751953,125976400
2015-06-17,AAPL,28.51825880307548,28.553983890961618,28.299436464414363,28.42447853088379,131672400
2015-06-18,AAPL,28.408848283941207,28.649997310216285,28.406614933605677,28.553983688354492,141628800
2015-06-19,AAPL,28.51603381357447,28.540595563999542,28.223527863027474,28.268184661865234,218867600
2015-06-22,AAPL,28.466906836655117,28.594180571703895,28.37535989915212,28.493701934814453,136157200
2015-06-23,AAPL,28.464675210506293,28.493701955873092,28.33070142315806,28.364194869995117,121075600
2015-06-24,AAPL,28.404383907031253,28.982699035849468,28.384288863009008,28.605342864990234,221123600
2015-06-25,AAPL,28.772811980155872,28.848728871803647,28.469141006469727,28.469141006469727,127752400
2015-06-26,AAPL,28.507097858833646,28.57854974843953,28.2480853978426,28.301673889160156,176267200
2015-06-29,AAPL,28.01363227545043,28.23915298841273,27.794811614338297,27.80597496032715,196645600
2015-06-30,AAPL,28.03819139644943,28.16100011566019,27.879657588452865,28.00693130493164,177482800
2015-07-01,AAPL,28.335171563669554,28.344103264146643,28.131979210798082,28.268184661865234,120955200
2015-07-02,AAPL,28.230222856534695,28.288278050960418,28.08285237150343,28.23245620727539,108844000
2015-07-06,AAPL,27.897520829030935,28.185561702307453,27.877424082568883,28.134204864501953,112241600
2015-07-07,AAPL,28.109642060203637,28.16769724345696,27.636272303574902,28.064985275268555,187787200
2015-07-08,AAPL,27.79480965149628,27.830534741104064,27.3616316540013,27.368330001831055,243046400
2015-07-09,AAPL,27.65413790846935,27.701028047461744,26.62031809305281,26.81011199951172,314380000
2015-07-10,AAPL,27.22766453905894,27.654142562746713,27.064663996849458,27.52686882019043,245418000
2015-07-13,AAPL,27.917620252251677,28.080620785729373,27.759086420265138,28.058292388916016,165762000
2015-07-14,AAPL,28.143136579806693,28.216821810967417,27.9198492394752,28.047122955322266,127072400
2015-07-15,AAPL,28.071685059698005,28.390986028616197,28.040424967933756,28.31730079650879,134596800
2015-07-16,AAPL,28.522720172871473,28.708050750428526,28.435638259261328,28.694650650024414,144889600
