Date,Symbol,Open,High,Low,Close,Volume
2010-01-04,AAPL,6.395002635570634,6.427062977239225,6.36354156757993,6.412381172180176,493729600
2010-01-05,AAPL,6.430062987748991,6.459726249662404,6.389612394145398,6.423470973968506,601904800
2010-01-06,AAPL,6.423469528529809,6.448938266901206,6.314703725923095,6.321295738220215,552160000
2010-01-07,AAPL,6.344666053082409,6.352156975480241,6.263765691382862,6.3096089363098145,477131200
2010-01-08,AAPL,6.301219929854986,6.352157405510102,6.264066552443561,6.351557731628418,447610800
2010-01-11,AAPL,6.376127386171497,6.382120124333299,6.245788531546514,6.295527458190918,462229600
2010-01-12,AAPL,6.267961486307073,6.285340829864043,6.184964449506349,6.223916053771973,594459600
2010-01-13,AAPL,6.2284112253799675,6.320097331193554,6.115450496192601,6.311707496643066,605892000
2010-01-14,AAPL,6.2955279947447265,6.306014887372378,6.26286796902864,6.275152683258057,432894000
2010-01-15,AAPL,6.320097235290131,6.340172910517019,6.168484542229492,6.170282363891602,594067600
2010-01-19,AAPL,6.24219381630371,6.447739965208478,6.20953458861622,6.4432454109191895,730007600
2010-01-20,AAPL,6.439349796022371,6.458526159944489,6.2772502135695065,6.3440680503845215,612152800
2010-01-21,AAPL,6.354554584447921,6.3914087254773335,6.208634204684514,6.234402179718018,608154400
2010-01-22,AAPL,6.195751873393717,6.217324935919149,5.9075078986155605,5.925185680389404,881767600
2010-01-25,AAPL,6.067806880362941,6.133425348624106,5.998292733100109,6.084586143493652,1065699600
2010-01-26,AAPL,6.170880500841116,6.403393525660621,6.06990526971917,6.170580863952637,1867110000
2010-01-27,AAPL,6.197847970367608,6.309609746550187,5.978518534985298,6.228710174560547,1722568400
2010-01-28,AAPL,6.140318835381202,6.157397338195849,5.953649051401856,5.97132682800293,1173502400
2010-01-29,AAPL,6.024960435161515,6.058518963779727,5.700460912831994,5.754693984985352,1245952400
2010-02-01,AAPL,5.763982635823958,5.872748422808372,5.731922289809643,5.834695339202881,749876400
2010-02-02,AAPL,5.87005365381575,5.882338369099171,5.79424710330119,5.868555068969727,698342400
2010-02-03,AAPL,5.847880304896154,5.9985944895338,5.825407933817409,5.96953010559082,615328000
2010-02-04,AAPL,5.8946220429801155,5.943761698865939,5.740013389278229,5.754395961761475,757652000
2010-02-05,AAPL,5.77177255558215,5.872747772517015,5.718437997024915,5.8565673828125,850306800
2010-02-08,AAPL,5.863460363196558,5.929079242796852,5.812822528200335,5.816418170928955,478270800
2010-02-09,AAPL,5.885333059125075,5.917693043599327,5.835294897942736,5.87844181060791,632886800
2010-02-10,AAPL,5.869453864841026,5.890728490036384,5.820614638294867,5.8463826179504395,370361600
